,time,TSH0,TSH1,TSH2,TSH3,TSOS,V_PSOS,TSHSI,VSHS_OP,VSHS_CL,VSHP_OP,VSHP_CL,V_PC_1,CCH_1,TCO_1,m0plus,m0minus,m2plus,m2minus,m3plus,m3minus
891,11571.0,38.7,25.3,38.7,26.1,34.4,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
892,11584.0,38.7,25.3,38.7,26.1,34.4,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
893,11597.0,38.7,25.3,38.5,26.1,34.2,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
894,11610.0,38.7,25.3,38.5,26.1,34.2,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
895,11623.0,38.7,25.3,38.5,26.1,34.2,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
896,11636.0,38.5,25.3,38.5,26.1,33.9,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
897,11649.0,38.5,25.3,38.5,26.1,33.9,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
898,11662.0,38.5,25.3,38.5,26.1,33.9,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
899,11675.0,38.5,25.3,38.5,26.1,33.7,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
900,11688.0,38.5,25.3,38.5,26.1,33.7,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
901,11701.0,38.5,25.3,38.5,26.1,33.7,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
902,11714.0,38.5,25.3,38.5,26.1,33.4,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
903,11727.0,38.5,25.3,38.5,26.1,33.4,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
904,11740.0,38.5,25.3,38.5,26.1,33.4,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
905,11753.0,38.5,25.3,38.5,26.1,33.2,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
906,11766.0,38.5,25.3,38.5,26.1,33.2,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
907,11779.0,38.5,25.3,38.5,26.1,33.2,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
908,11792.0,38.5,25.3,38.5,26.1,33.0,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
909,11805.0,38.3,25.3,38.5,26.1,33.0,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
910,11818.0,38.3,25.3,38.2,26.1,33.0,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
911,11831.0,38.3,25.3,38.2,26.1,32.7,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
912,11844.0,38.3,25.3,38.2,26.1,32.7,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
